,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
417,,Dear yolandaPlease take chicser and napoles with you,1383882151.0,igiepny,'398777548630265856',Arizona,,-25200.0,,en,Dear yolandaPlease take chicser and napoles with you,"[Dear, yolandaPlease, chicser, napoles]"
418,"balanga city,bataan",my amnesia girl ft. janet lim napoles http://t.co/p5DuUGz5Ww,1383882158.0,Otthew29,'398777580213383169',,,,,en,my amnesia girl ft. janet lim napoles http://t.co/p5DuUGz5Ww,"[amnesia, girl, ft, janet, lim, napoles, http://t.co/p5DuUGz5Ww]"
419,,"""@BabyBackRivs: #MGMgrandStadium napoles vs. Yolanda in December pls. ;))""",1383882169.0,walkbyfet,'398777624681381889',Singapore,,28800.0,,en,"""@BabyBackRivs: #MGMgrandStadium napoles vs. Yolanda in December pls. ;))""","[@BabyBackRivs, MGMgrandStadium, napoles, vs., Yolanda, December, pls]"
420,TEEHEE LAND,They should stop it with the Napoles jokes now it`s annoying,1383882201.0,theidiepie,'398777761260531712',,,,,en,They should stop it with the Napoles jokes now it`s annoying,"[stop, Napoles, jokes, it`s, annoying]"
421,Northern Marianas Island,"You're always saying ""I don't know"", what like you're the next Napoles",1383882204.0,funsizeshenelle,'398777770794582016',Brisbane,,36000.0,,en,"You're always saying ""I don't know"", what like you're the next Napoles","['re, saying, n't, know, like, 're, Napoles]"
422,,Napoles i rly h8 u. ur face is annoying,1383882207.0,janinagat,'398777784782163968',Beijing,,28800.0,,en,Napoles i rly h8 u. ur face is annoying,"[Napoles, rly, h8, u., ur, face, annoying]"
423,,"Dear Yolanda,Sapagalis mo isama mo na napoles!#YolandaPH strongest typhoon #PrayForThePhilippines #Philippines",1383882228.0,KmNavaA06,'398777871855927296',,,,,en,"Dear Yolanda,Sapagalis mo isama mo na napoles!#YolandaPH strongest typhoon #PrayForThePhilippines #Philippines","[Dear, Yolanda, Sapagalis, mo, isama, mo, na, napoles!#YolandaPH, strongest, typhoon, PrayForThePhilippines, Philippines]"
424,,Most hated in the Philippines. Janet Lim Napoles and Super Thypoon Yolanda.,1383882228.0,imclaclarissa,'398777871851720704',Beijing,,28800.0,,en,Most hated in the Philippines. Janet Lim Napoles and Super Thypoon Yolanda.,"[hated, Philippines, Janet, Lim, Napoles, Super, Thypoon, Yolanda]"
425,Philippines,Must-Read: Alternatives to the Pork Barrel System by @herbertdocena http://t.co/4EYYPpM9k4 #scrappork,1383882230.0,fdc_ph,'398777880710115328',Taipei,,28800.0,,en,Must-Read: Alternatives to the Pork Barrel System by @herbertdocena http://t.co/4EYYPpM9k4 #scrappork,"[Read, Alternatives, Pork, Barrel, System, @herbertdocena, http://t.co/4EYYPpM9k4, scrappork]"
426,,Samoka! Hoi #NAPOLES :3 :D #repost hmmm.. God bless everyone!  http://t.co/QXu0XiIke1,1383882243.0,mcgomez_11,'398777937119707137',Singapore,,28800.0,,en,Samoka! Hoi #NAPOLES :3 :D #repost hmmm.. God bless everyone!  http://t.co/QXu0XiIke1,"[Samoka, Hoi, NAPOLES, :3, :D, repost, hmmm, God, bless,  , http://t.co/QXu0XiIke1]"
427,"Ar Riffa,Bahrain",Janet lim Napoles eclipsed by Yolanda #yolandaPH,1383882267.0,estong2001,'398778035584782336',Riyadh,,10800.0,,en,Janet lim Napoles eclipsed by Yolanda #yolandaPH,"[Janet, lim, Napoles, eclipsed, Yolanda, yolandaPH]"
428,"Quezon City, PH","You say it best, when you say nothing at all. #Napoles #Incrimination",1383882291.0,_jasondizon,'398778138689159168',Singapore,,28800.0,,en,"You say it best, when you say nothing at all. #Napoles #Incrimination","[best, Napoles, Incrimination]"
429,Philippines,The Senate doesn't need Napoles or Luy to know what craven venalities its own Members engage in.  @teddyboylocsin @classroomgod,1383882310.0,SagadaSun,'398778218846507008',Taipei,,28800.0,,en,The Senate doesn't need Napoles or Luy to know what craven venalities its own Members engage in.  @teddyboylocsin @classroomgod,"[Senate, n't, need, Napoles, Luy, know, craven, venalities, Members, engage,  , @teddyboylocsin, @classroomgod]"
430,,LIKE --&gt; Na Janette Napoles Dre?LIKE --&gt; Amoy Mandirigma Society :-Danskiiee-,1383882324.0,BryBrios,'398778274329137153',,,,,en,LIKE --&gt; Na Janette Napoles Dre?LIKE --&gt; Amoy Mandirigma Society :-Danskiiee-,"[LIKE, --&gt, Na, Janette, Napoles, Dre?LIKE, --&gt, Amoy, Mandirigma, Society, -Danskiiee-]"
431,"Davao City, Philippines",@sehunfarts @ohsehunv I invoke myself to self incrimination hahaha #napoles,1383882371.0,rafhrnndz,'398778471322615808',Beijing,,28800.0,,en,@sehunfarts @ohsehunv I invoke myself to self incrimination hahaha #napoles,"[@sehunfarts, @ohsehunv, invoke, self, incrimination, hahaha, napoles]"
432, @gomeztomygrande is my bff ,@narrycruise SHOW ME WHAT U DO (im done na-janet napoles ako),1383882372.0,frapuchinarry,'398778475537911809',Beijing,,28800.0,,en,@narrycruise SHOW ME WHAT U DO (im done na-janet napoles ako),"[@narrycruise, U, m, na, janet, napoles, ako]"
433,,2 reasons why Yolanda is here:1) Janet Lim Napoles2) ChicserJust take them and leave!,1383882391.0,SpongyMica,'398778558073413632',Alaska,,-32400.0,,en,2 reasons why Yolanda is here:1) Janet Lim Napoles2) ChicserJust take them and leave!,"[reasons, Yolanda, here:1, Janet, Lim, Napoles2, ChicserJust, leave]"
434,Fairview QC,"Me:ma, ano sinasabi ni Napoles sa hearing? Ma I invoked my right to self-incrimination. Me Ano ma?I invoked my right to self discrimination?",1383882434.0,ericaglp,'398778735211450368',Kuala Lumpur,,28800.0,,en,"Me:ma, ano sinasabi ni Napoles sa hearing? Ma I invoked my right to self-incrimination. Me Ano ma?I invoked my right to self discrimination?","[ma, ano, sinasabi, ni, Napoles, sa, hearing, Ma, invoked, right, self, incrimination, Ano, ma?I, invoked, right, self, discrimination]"
435,,"@LearningConfere @WildchIlllld no,because she is the mastermind of pork barrel.",1383882450.0,vincentparrilla,'398778802467131392',,,,,en,"@LearningConfere @WildchIlllld no,because she is the mastermind of pork barrel.","[@LearningConfere, @WildchIlllld, mastermind, pork, barrel]"
436,with bibingka ,"Janet Napoles stress-eating  Proven effective, so you should try it too  http://t.co/h1fW5Q00YL",1383882454.0,onefourteen1314,'398778821312135169',,,,,en,"Janet Napoles stress-eating  Proven effective, so you should try it too  http://t.co/h1fW5Q00YL","[Janet, Napoles, stress, eating,  , Proven, effective, try,  , http://t.co/h1fW5Q00YL]"
437,,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo. Napoles: I Invoke My Right.,1383882462.0,ClippGonzales,'398778853616656384',Beijing,,28800.0,,en,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo. Napoles: I Invoke My Right.,"[Willie, n't, Arnold, Clavio, Wala, kaming, natutunan, sayo, Napoles, Invoke, Right]"
438,,@laslasnafriend: Smile smile din pag may crime. #Napoles http://t.co/1t3jq6s0lf,1383882469.0,Avengearl,'398778881991135232',,,,,en,@laslasnafriend: Smile smile din pag may crime. #Napoles http://t.co/1t3jq6s0lf,"[@laslasnafriend, Smile, smile, din, pag, crime, Napoles, http://t.co/1t3jq6s0lf]"
439,,What does the fox say ?-Napoles : Hindi ko po alam .#NAPOLESZoned,1383882474.0,Gabbietoyii,'398778906095804416',Beijing,,28800.0,,en,What does the fox say ?-Napoles : Hindi ko po alam .#NAPOLESZoned,"[fox, -Napoles, Hindi, ko, po, alam, .#NAPOLESZoned]"
440,",  ","so it's like 11,000 spoons for the trending issues about Yolanda, Napoles, &amp; Arnold Clavio when all we need is a knife to end this.",1383882487.0,iheartgivenyow,'398778959963234304',Pacific Time (US & Canada),,-28800.0,,en,"so it's like 11,000 spoons for the trending issues about Yolanda, Napoles, &amp; Arnold Clavio when all we need is a knife to end this.","['s, like, spoons, trending, issues, Yolanda, Napoles, amp, Arnold, Clavio, need, knife, end]"
441,,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo.Napoles: I Invoke My Right.,1383882491.0,ClippGonzales,'398778977914875904',Beijing,,28800.0,,en,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo.Napoles: I Invoke My Right.,"[Willie, n't, Arnold, Clavio, Wala, kaming, natutunan, sayo, Napoles, Invoke, Right]"
442,Philippines,"Fuck Yolanda, fuck Napoles. I'm sick :( http://t.co/UmgQLVjyED",1383882521.0,ramilarellanojr,'398779099961102336',Alaska,,-32400.0,,en,"Fuck Yolanda, fuck Napoles. I'm sick :( http://t.co/UmgQLVjyED","[Fuck, Yolanda, fuck, Napoles, 'm, sick, http://t.co/UmgQLVjyED]"
443,,napoLES' FACE IS SO FUCKING SOGGY DUDE YOURE BASICALLY A BILLIONAIRE WHY NOT GO GET A FACELIFT THEN DIE YEAH?,1383882564.0,randomlyziall,'398779283931279360',Beijing,,28800.0,,en,napoLES' FACE IS SO FUCKING SOGGY DUDE YOURE BASICALLY A BILLIONAIRE WHY NOT GO GET A FACELIFT THEN DIE YEAH?,"[napoLES, FACE, FUCKING, SOGGY, DUDE, YOURE, BASICALLY, BILLIONAIRE, FACELIFT, DIE, YEAH]"
444,,"""@rainquotesss: Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork""",1383882599.0,niiecaps,'398779428647366656',Beijing,,28800.0,,en,"""@rainquotesss: Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork""","[@rainquotesss, Dear, Mrs., Napoles, puro, ka, INVOKE, RIGHT, diyan, gusto, mo, sampal, LEFT, RIGHT, PatrolPork]"
445,,"Despite all these napoles issues, we can still say that there are still people willing to risk their lives for the country #atomaraullo",1383882602.0,pearlychels517,'398779442027167744',Beijing,,28800.0,,en,"Despite all these napoles issues, we can still say that there are still people willing to risk their lives for the country #atomaraullo","[Despite, napoles, issues, people, willing, risk, lives, country, atomaraullo]"
446,"Rodriguez, Rizal","Now showing-""My Amnesia Girl 2"" starring Napoles.",1383882637.0,KpopSeohyun10,'398779587368189952',Beijing,,28800.0,,en,"Now showing-""My Amnesia Girl 2"" starring Napoles.","[showing-""My, Amnesia, Girl, starring, Napoles]"
447,Asgard (Loki is king!),"BONG REVILLA: (about Napoles) ""The truth will set you free."" Me: OH, NAY YOU DIDN'T. *bleep* *toot*How stupid could you get?!",1383882668.0,heysassgardian,'398779716422754305',Hong Kong,,28800.0,,en,"BONG REVILLA: (about Napoles) ""The truth will set you free."" Me: OH, NAY YOU DIDN'T. *bleep* *toot*How stupid could you get?!","[BONG, REVILLA, Napoles, truth, set, free, OH, NAY, DIDN'T., bleep, toot*How, stupid]"
448,Philippines,@LearningConfere This Napoles is wasting time and money of the senate and our country. She already stole billions isn't it enough?,1383882724.0,ThiSamanthaGirl,'398779954474672128',Beijing,,28800.0,,en,@LearningConfere This Napoles is wasting time and money of the senate and our country. She already stole billions isn't it enough?,"[@LearningConfere, Napoles, wasting, time, money, senate, country, stole, billions, n't]"
449,- Republic of the Philippines ,"""@vicegandako: Now watching the Napoles hearing on ANC. Is Janet wearing a foot and mouth proof vest?""",1383882783.0,arcedekath,'398780200483172352',Beijing,,28800.0,,en,"""@vicegandako: Now watching the Napoles hearing on ANC. Is Janet wearing a foot and mouth proof vest?""","[@vicegandako, watching, Napoles, hearing, ANC, Janet, wearing, foot, mouth, proof, vest]"
450, Makati City ,@byxspeaks: @DaDeDiDUDONG I invoke my right! HAHAHA. Napoles? Stay safe :*,1383882821.0,DaDeDiDUDONG,'398780359451484160',Hawaii,,-36000.0,,en,@byxspeaks: @DaDeDiDUDONG I invoke my right! HAHAHA. Napoles? Stay safe :*,"[@byxspeaks, @DaDeDiDUDONG, invoke, right, HAHAHA, Napoles, Stay, safe]"
451,philippines,"""I dnt knw, I dnt remember, I invoke my right against self incrimination &amp; We will answer in the appropriate time""#Napoles #PDAFProbe",1383882872.0,imMaythile,'398780573247758336',Amsterdam,,3600.0,,en,"""I dnt knw, I dnt remember, I invoke my right against self incrimination &amp; We will answer in the appropriate time""#Napoles #PDAFProbe","[dnt, knw, dnt, remember, invoke, right, self, incrimination, amp, answer, appropriate, time""#Napoles, PDAFProbe]"
452,Philippines,@LearningConfere I insist I'm not late. HAHA. Please see my wall because I posted a lot about Napoles.,1383882922.0,ThiSamanthaGirl,'398780784019902464',Beijing,,28800.0,,en,@LearningConfere I insist I'm not late. HAHA. Please see my wall because I posted a lot about Napoles.,"[@LearningConfere, insist, 'm, late, HAHA, wall, posted, lot, Napoles]"
453,"Laoag City, Ilocos Norte",Walang report regarding Pork Barrel.,1383882963.0,Mauipout,'398780955407556609',Pacific Time (US & Canada),,-28800.0,,en,Walang report regarding Pork Barrel.,"[Walang, report, Pork, Barrel]"
454,,"""@heysassgardian: BONG REVILLA: (about Napoles) ""The truth will set you free."" ..."" This made my night but please don't ever speak again?",1383882972.0,linelleism,'398780995320569856',Alaska,,-32400.0,,en,"""@heysassgardian: BONG REVILLA: (about Napoles) ""The truth will set you free."" ..."" This made my night but please don't ever speak again?","[@heysassgardian, BONG, REVILLA, Napoles, truth, set, free, night, n't, speak]"
455,my SeXXX Dreams,NAPOLES = A pig inside a human body #SWINE #ARTPOPxASTROPLUS,1383882976.0,iamHeartVelasco,'398781008952061953',Beijing,,28800.0,,en,NAPOLES = A pig inside a human body #SWINE #ARTPOPxASTROPLUS,"[NAPOLES, =, pig, inside, human, body, SWINE, ARTPOPxASTROPLUS]"
456,,"stop playing with game Napoles, just tell the truth!",1383883012.0,elaiceezy,'398781161045897216',Arizona,,-25200.0,,en,"stop playing with game Napoles, just tell the truth!","[stop, playing, game, Napoles, tell, truth]"
457,,Miriam: Musta crush mo?Napoles: I don't know,1383883019.0,ResidentEpalJB,'398781192368951296',Beijing,,28800.0,,en,Miriam: Musta crush mo?Napoles: I don't know,"[Miriam, Musta, crush, mo?Napoles, n't, know]"
458,Lucena City,"Yolanda, Please be gone just take Napoles with you then @ladygaga will be a free bitch to trend worldwide :)) #ARTPOPxASTROPLUS @ladygagaph",1383883062.0,ladyhershey28,'398781371042107392',Seoul,,32400.0,,en,"Yolanda, Please be gone just take Napoles with you then @ladygaga will be a free bitch to trend worldwide :)) #ARTPOPxASTROPLUS @ladygagaph","[Yolanda, gone, Napoles, @ladygaga, free, bitch, trend, worldwide, ARTPOPxASTROPLUS, @ladygagaph]"
459,,"there's only 1 way for Philippines to get back &amp; fix all the devastating damages by Yolanda time to use that ""Napoles account""!! #JustSaying",1383883075.0,ljroxz,'398781424112635904',London,,0.0,,en,"there's only 1 way for Philippines to get back &amp; fix all the devastating damages by Yolanda time to use that ""Napoles account""!! #JustSaying","['s, way, Philippines, amp, fix, devastating, damages, Yolanda, time, use, Napoles, account, JustSaying]"
460,Philippines,@LearningConfere Typhoon Yolanda is angry with Napoles. Let us give Napoles in exchange of safety for our contry :),1383883106.0,ThiSamanthaGirl,'398781555864137728',Beijing,,28800.0,,en,@LearningConfere Typhoon Yolanda is angry with Napoles. Let us give Napoles in exchange of safety for our contry :),"[@LearningConfere, Typhoon, Yolanda, angry, Napoles, Let, Napoles, exchange, safety, contry]"
461,United Kingdom,I just watched an episode of Probing Napoles: The Senate Hearing... http://t.co/uYmuO1RV45,1383883127.0,gen_capito,'398781643668062208',,,,,en,I just watched an episode of Probing Napoles: The Senate Hearing... http://t.co/uYmuO1RV45,"[watched, episode, Probing, Napoles, Senate, Hearing, http://t.co/uYmuO1RV45]"
462,Philippines,Senators express frustration with Janet Lim Napoles's evasive answers http://t.co/ehnnUlQlP8,1383883139.0,allnewsph,'398781692141252610',Hong Kong,,28800.0,,en,Senators express frustration with Janet Lim Napoles's evasive answers http://t.co/ehnnUlQlP8,"[Senators, express, frustration, Janet, Lim, Napoles, 's, evasive, answers, http://t.co/ehnnUlQlP8]"
463,"Quezon City, Philippines","Maybe if we sacrifice Napoles' freshly drained blood to Satan, the storm will be gone. Loljk",1383883139.0,athenaasalvador,'398781695119593472',Beijing,,28800.0,,en,"Maybe if we sacrifice Napoles' freshly drained blood to Satan, the storm will be gone. Loljk","[Maybe, sacrifice, Napoles, freshly, drained, blood, Satan, storm, gone, Loljk]"
464,,Knock2hus dernapolesnapoles hucatch me napoles for u...,1383883159.0,Orjofiel,'398781777550262272',,,,,en,Knock2hus dernapolesnapoles hucatch me napoles for u...,"[Knock2hus, dernapolesnapoles, hucatch, napoles, u]"
465,Phillipines,I'm with Napoles. &gt;.&lt;,1383883195.0,KlaryDepp,'398781929505320960',Arizona,,-25200.0,,en,I'm with Napoles. &gt;.&lt;,"['m, Napoles, gt;.&lt]"
466,my SeXXX Dreams,"HOY YOLANDA, #DoWhatUWant with Napoles bodeeeh... #ARTPOPxASTROPLUS",1383883252.0,iamHeartVelasco,'398782169406910465',Beijing,,28800.0,,en,"HOY YOLANDA, #DoWhatUWant with Napoles bodeeeh... #ARTPOPxASTROPLUS","[HOY, YOLANDA, DoWhatUWant, Napoles, bodeeeh, ARTPOPxASTROPLUS]"
467,Dagupan City / Baguio City,So Napoles talk here. HAHA.,1383883258.0,aaaaaa6593,'398782193746460672',Arizona,,-25200.0,,en,So Napoles talk here. HAHA.,"[Napoles, talk, HAHA]"
468,"Bacoor City, Cavite, PH","""@TEQUlLANOURRY: ""650 pesos for midnight memories""napoles pls""",1383883263.0,Kevin_Mappala,'398782215762345984',Singapore,,28800.0,,en,"""@TEQUlLANOURRY: ""650 pesos for midnight memories""napoles pls""","[@TEQUlLANOURRY, pesos, midnight, memories""napoles, pls]"
469,Beyond the cosmos.,"The truth will set you free. Unless you are Napoles, Enrile, Estrada or Revilla.",1383883278.0,the_RohanB,'398782276613308416',Singapore,,28800.0,,en,"The truth will set you free. Unless you are Napoles, Enrile, Estrada or Revilla.","[truth, set, free, Napoles, Enrile, Estrada, Revilla]"
