,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
725,07/26/13 - Awarded,I feel like watching Janet Napoles hearing will be better than watching G2B. Not a hater infact im a KathNielFan but ftw the episode ~,1383888767.0,OfficialAJJSuba,'398805301199007745',Alaska,,-32400.0,,en,I feel like watching Janet Napoles hearing will be better than watching G2B. Not a hater infact im a KathNielFan but ftw the episode ~,"[feel, like, watching, Janet, Napoles, hearing, better, watching, G2B., hater, infact, m, KathNielFan, ftw, episode, ~]"
726,san mariano san antonio,Napoles skills shorcuts keys. XD http://t.co/L0N4aMg9ur,1383888767.0,snickerz94,'398805298854391808',,,,,en,Napoles skills shorcuts keys. XD http://t.co/L0N4aMg9ur,"[Napoles, skills, shorcuts, keys, XD, http://t.co/L0N4aMg9ur]"
727,"San Pablo City,Laguna","A: ""I think I like someone, what should I do?"" Napoles: ""Hindi ko po alam!""#PakiUsoPo  #RealTalk -.-",1383888839.0,Bebe21AngeL,'398805601779597313',,,,,en,"A: ""I think I like someone, what should I do?"" Napoles: ""Hindi ko po alam!""#PakiUsoPo  #RealTalk -.-","[think, like, Napoles, Hindi, ko, po, alam!""#PakiUsoPo,  , RealTalk]"
728,philippines. idc for u yolanda,#YolandaBringChicserWithYou and Janet Napoles.Yolanda pls.,1383888922.0,KedsNiam,'398805948778569728',Alaska,,-32400.0,,en,#YolandaBringChicserWithYou and Janet Napoles.Yolanda pls.,"[YolandaBringChicserWithYou, Janet, Napoles, Yolanda, pls]"
729,"Muntinlupa City, Philippines","I've had enough of this 'invoke' bullcrap. Just go to hell already, Napoles. Please?",1383888925.0,BrianJasonPonce,'398805962770743296',Hong Kong,,28800.0,,en,"I've had enough of this 'invoke' bullcrap. Just go to hell already, Napoles. Please?","['ve, invoke, bullcrap, hell, Napoles]"
730,,"#YolandaPh Dont forget to pick-up Napoles, Enrile, Jinggoy and Revilla before you leave!",1383888933.0,hertzblaster,'398805995616350208',Beijing,,28800.0,,en,"#YolandaPh Dont forget to pick-up Napoles, Enrile, Jinggoy and Revilla before you leave!","[YolandaPh, nt, forget, pick, Napoles, Enrile, Jinggoy, Revilla, leave]"
731,,I am definitely richer than Napoles.Since money cannot buy everything.I have a Great God.I have true friends. I have a loving family.,1383888945.0,FairlyAbnormal,'398806044098306049',Arizona,,-25200.0,,en,I am definitely richer than Napoles.Since money cannot buy everything.I have a Great God.I have true friends. I have a loving family.,"[definitely, richer, Napoles, money, buy, Great, God, true, friends, loving, family]"
732,,little kid: hi'what's your name----Napoles:I enbook my rightHAHAHAHA,1383888966.0,charlizedaphne,'398806132082241537',,,,,en,little kid: hi'what's your name----Napoles:I enbook my rightHAHAHAHA,"[little, kid, hi'what, 's, name----Napoles, enbook, rightHAHAHAHA]"
733,Philippines,"""@TagalogQuotes: My Amnesia Girl remake... starring, John Lloyd Cruz and Janet Napoles. #MyAmnesiaGirlDiKoPoAlam http://t.co/Np6dhYn0Bh""",1383888983.0,SydneyyyKeith,'398806204446539777',Pacific Time (US & Canada),,-28800.0,,en,"""@TagalogQuotes: My Amnesia Girl remake... starring, John Lloyd Cruz and Janet Napoles. #MyAmnesiaGirlDiKoPoAlam http://t.co/Np6dhYn0Bh""","[@TagalogQuotes, Amnesia, Girl, remake, starring, John, Lloyd, Cruz, Janet, Napoles, MyAmnesiaGirlDiKoPoAlam, http://t.co/Np6dhYn0Bh]"
734,My Domain.,"Meanwhile,rich politicians don't desrve pork barrel.If their service is genuine,they should be willing to use their own money for the pipol.",1383889039.0,lordcuntapay,'398806439260454912',Alaska,,-32400.0,,en,"Meanwhile,rich politicians don't desrve pork barrel.If their service is genuine,they should be willing to use their own money for the pipol.","[rich, politicians, n't, desrve, pork, barrel, service, genuine, willing, use, money, pipol]"
735,,@markglegaspi good morning mr napoles.,1383889152.0,akosiangeline,'398806912277291008',Hawaii,,-36000.0,,en,@markglegaspi good morning mr napoles.,"[@markglegaspi, good, morning, mr, napoles]"
736,"Brasilia, Brazil",Janet Lim Napoles got schooled: 7 killer quips from Senator Miriam Defensor Santiago http://t.co/q7GbDR8lij via @CoconutsManila,1383889157.0,RasheedsWorld,'398806936230969344',Brasilia,,-7200.0,,en,Janet Lim Napoles got schooled: 7 killer quips from Senator Miriam Defensor Santiago http://t.co/q7GbDR8lij via @CoconutsManila,"[Janet, Lim, Napoles, got, schooled, killer, quips, Senator, Miriam, Defensor, Santiago, http://t.co/q7GbDR8lij, @CoconutsManila]"
737,where happiness is ,"""@vicegandako: Napoles Wedding- Priest: Janet do you take this man to be your lawfully wedded husband? Janet: Di ko po alam!""",1383889182.0,Iamdirektyuners,'398807041998737408',Beijing,,28800.0,,en,"""@vicegandako: Napoles Wedding- Priest: Janet do you take this man to be your lawfully wedded husband? Janet: Di ko po alam!""","[@vicegandako, Napoles, Wedding-, Priest, Janet, man, lawfully, wedded, husband, Janet, Di, ko, po, alam]"
738,,"Let's play the singing beehost: ano sunod ng ""what does the fox say?"" Napoles: Di ko po alam",1383889247.0,charlizedaphne,'398807313173061633',,,,,en,"Let's play the singing beehost: ano sunod ng ""what does the fox say?"" Napoles: Di ko po alam","[Let, 's, play, singing, beehost, ano, sunod, ng, fox, Napoles, Di, ko, po, alam]"
739,Australia-Philippines,WHAT DOES NAPOLES SAY?I INVOKE MY RIGHT AGAINST SELF INCRIMATION,1383889282.0,maegangeli,'398807459147440128',Beijing,,28800.0,,en,WHAT DOES NAPOLES SAY?I INVOKE MY RIGHT AGAINST SELF INCRIMATION,"[NAPOLES, SAY?I, INVOKE, RIGHT, SELF, INCRIMATION]"
740,Camp Half Blood,Where can I watch the Replay of Janet Napoles' Hearing in Senate. ? :(,1383889287.0,SirGoodRose,'398807481628913665',Beijing,,28800.0,,en,Where can I watch the Replay of Janet Napoles' Hearing in Senate. ? :(,"[watch, Replay, Janet, Napoles, Hearing, Senate]"
741,Bulacan,YOLANDA meet Napoles.,1383889296.0,HindiBabaeroIto,'398807520132595712',Beijing,,28800.0,,en,YOLANDA meet Napoles.,"[YOLANDA, meet, Napoles]"
742,#sisigclique and #yellowpickle,"""Di ko po alam. I invoke my rights against self incrimination."" lol gagu utut mu napoles",1383889297.0,dropletsoflarry,'398807521378308099',Pacific Time (US & Canada),,-28800.0,,en,"""Di ko po alam. I invoke my rights against self incrimination."" lol gagu utut mu napoles","[Di, ko, po, alam, invoke, rights, self, incrimination, lol, gagu, utut, mu, napoles]"
743,Philippines,#NOWWATCHING---- JANET LIM NAPOLES HEARING AT THE SENATE ON PDAF PORK BARREL SCAM Part 3: http://t.co/wwDc74TczF via @youtube,1383889327.0,iamrhenzZ,'398807647723327488',Alaska,,-32400.0,,en,#NOWWATCHING---- JANET LIM NAPOLES HEARING AT THE SENATE ON PDAF PORK BARREL SCAM Part 3: http://t.co/wwDc74TczF via @youtube,"[NOWWATCHING----, JANET, LIM, NAPOLES, HEARING, SENATE, PDAF, PORK, BARREL, SCAM, http://t.co/wwDc74TczF, @youtube]"
744,Somewhere down the road,"""I invoke myself against self-discrimination."" @Z@R na Napoles! XD",1383889331.0,iPatriziaYuki,'398807665020645376',Beijing,,28800.0,,en,"""I invoke myself against self-discrimination."" @Z@R na Napoles! XD","[invoke, self, discrimination, @Z@R, na, Napoles, XD]"
745,@ jiyeon's heart 3,LOVE is what CHRISTMAS is all about. :) GOOG DAY :)#tiara #napoles #christmas :) :) :),1383889468.0,MhaiAsuncion,'398808237836754944',,,,,en,LOVE is what CHRISTMAS is all about. :) GOOG DAY :)#tiara #napoles #christmas :) :) :),"[LOVE, CHRISTMAS, GOOG, DAY, tiara, napoles, christmas]"
746,,@lantydhenise @lanceugalde no im not drunk! Im not napoles,1383889502.0,Oblenard,'398808381814632448',Singapore,,28800.0,,en,@lantydhenise @lanceugalde no im not drunk! Im not napoles,"[@lantydhenise, @lanceugalde, m, drunk, m, napoles]"
747,,"Hoy Napoles, laglag ka kay Miriam! 1) CLICK and JOIN: https://t.co/2ATuCmpoGn 2) CLICK and LIKE :... http://t.co/6czv9ht9qv",1383889508.0,BalitangBalita2,'398808407521910784',,,,,en,"Hoy Napoles, laglag ka kay Miriam! 1) CLICK and JOIN: https://t.co/2ATuCmpoGn 2) CLICK and LIKE :... http://t.co/6czv9ht9qv","[Hoy, Napoles, laglag, ka, kay, Miriam, CLICK, JOIN, https://t.co/2ATuCmpoGn, CLICK, LIKE, http://t.co/6czv9ht9qv]"
748,Philippines,"Napoles : "" you think you're safe na ? Muahahahahhaa ""Fuck.Told you people!!! She's responsible for this! It's her sacrificial revenge .",1383889521.0,CateBcbc,'398808460801761280',Alaska,122.55792199,-32400.0,10.71633122,en,"Napoles : "" you think you're safe na ? Muahahahahhaa ""Fuck.Told you people!!! She's responsible for this! It's her sacrificial revenge .","[Napoles, think, 're, safe, na, Muahahahahhaa, Fuck, Told, people, 's, responsible, 's, sacrificial, revenge]"
749,Philippines,@AyyyGrabe: Arnold Clavio and Janet Napoles http://t.co/y2UPVxmHr2 Made my night!!,1383889522.0,beverlyodz,'398808468213100545',Hong Kong,,28800.0,,en,@AyyyGrabe: Arnold Clavio and Janet Napoles http://t.co/y2UPVxmHr2 Made my night!!,"[@AyyyGrabe, Arnold, Clavio, Janet, Napoles, http://t.co/y2UPVxmHr2, night]"
750,Flying through the Galaxy ,"""@PanirangCaption: I invoke my right with a big smile ... http://t.co/iws9wfkqeN"" well fck u napoles",1383889525.0,abyglmrno,'398808477704806400',International Date Line West,,-39600.0,,en,"""@PanirangCaption: I invoke my right with a big smile ... http://t.co/iws9wfkqeN"" well fck u napoles","[@PanirangCaption, invoke, right, big, smile, http://t.co/iws9wfkqeN, fck, u, napoles]"
751,,@thedankid well yOU SAID I LOOKED LIKE NAPOLES U BUTT,1383889543.0,prestiine,'398808552187260928',Beijing,,28800.0,,en,@thedankid well yOU SAID I LOOKED LIKE NAPOLES U BUTT,"[@thedankid, yOU, SAID, LOOKED, LIKE, NAPOLES, U, BUTT]"
752,,Miriam to Napoles: Tell the TRUTH before the SENATORS affected will have you ASSASSINATED 1) CLICK AND JOIN &gt;&gt;&gt;... http://t.co/IbvKVuOPes,1383889549.0,BalitangBalita2,'398808579475382272',,,,,en,Miriam to Napoles: Tell the TRUTH before the SENATORS affected will have you ASSASSINATED 1) CLICK AND JOIN &gt;&gt;&gt;... http://t.co/IbvKVuOPes,"[Miriam, Napoles, Tell, TRUTH, SENATORS, affected, ASSASSINATED, CLICK, JOIN, gt;&gt;&gt, http://t.co/IbvKVuOPes]"
753,,Napoles denies any involvement in PDAP PORK BARREL FUND SCAM. Miriam in award-winning performance. 1) CLICK AND... http://t.co/Li5aEbk6vE,1383889574.0,BalitangBalita2,'398808685247750144',,,,,en,Napoles denies any involvement in PDAP PORK BARREL FUND SCAM. Miriam in award-winning performance. 1) CLICK AND... http://t.co/Li5aEbk6vE,"[Napoles, denies, involvement, PDAP, PORK, BARREL, FUND, SCAM, Miriam, award, winning, performance, CLICK, http://t.co/Li5aEbk6vE]"
754,Narnia. ,@pancitantonio @kimadrift Napoles is that you? HAHAHAHA,1383889618.0,SuzieAngel97,'398808868756525056',Kuala Lumpur,,28800.0,,en,@pancitantonio @kimadrift Napoles is that you? HAHAHAHA,"[@pancitantonio, @kimadrift, Napoles, HAHAHAHA]"
755,,I invoke my rights against self incrinimition..:DGood nightNapoles style.,1383889633.0,Gilemperador,'398808932040187904',,,,,en,I invoke my rights against self incrinimition..:DGood nightNapoles style.,"[invoke, rights, self, incrinimition, :DGood, nightNapoles, style]"
