user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
,Napoles magaling talaga sa pagiging lier ! #TeamFollowBack #RETWEET #TFBJP #TEAMFAIRYROSE #MustFollow #SelfHard #TeamFollowBack #,1383877551.0,LBTM15,'398758256153071616',,,,,en
Novaliches,GRP Shorts: How long do we have to coddle and protect Napoles? http://t.co/VmRLlNbjal via @benign0,1383877593.0,cross_hydrants,'398758430296391680',Beijing,,28800,,en
ireallyhateboys  ,"""@5secsofangela: BUT MAYBE ANG SINASABING CUTE NI HARRY AY SINAMEGAN YOUNGANNE CURTISSHAMCEY SUPSUPVENUS RAJBIANCA MANALONAPOLESI""",1383877623.0,narryinsideme,'398758557702557696',Quito,,-18000,,en
ljp () zjm,WHAT THE FUCK CUTE DAW SI NAPOLES,1383877666.0,godziams,'398758739370471424',Alaska,,-32400,,en
manila,@LearningConfere @KIMCZYSOO @1105Leannie no but i think napoles just want to protect herself by just answer yes and no....,1383877678.0,uryuu_ishida06,'398758788989067264',Beijing,,28800,,en
,I INVOKE MY RIGHTS -NAPOLES,1383877695.0,IMPERSONATORFAM,'398758859818283008',Beijing,,28800,,en
Manila,"Dear #YolandaPH, willing namin ialay ng buo si #Napoles Lumayas kalang. #PrayForThePhilippines and pray for Yolanda to make bitbit Napoles",1383877776.0,coffee0818,'398759201830207488',Seoul,121.07642542,32400,14.61608172,en
"Manila, Philippines",#Napoles transfer to regular jail up to court http://t.co/H6XgaFOgpG @maila_ager,1383877801.0,inquirerdotnet,'398759305500827648',Hong Kong,,28800,,en
Republic of the Philippines,Watching  the Senate Blue Ribbon Committee Hearing last Thursday about Napoles.,1383877814.0,ohnoitsARIELLE,'398759360764973057',Alaska,,-32400,,en
Philippines,"""RT @rapplerdotcom: Napoles: I'm not wealthy, 'just right' http://t.co/VN5orbjrde"" WHAT!",1383877844.0,marjjjmallows,'398759483616542720',Singapore,,28800,,en
PH,"""directioners should stop leaking songs its disrespectful""[napoles voice] i invoke my right",1383877869.0,tumblrnarryy,'398759588448575489',Osaka,,32400,,en
,"YOLANDA, IF NAPOLES IS ALL YOU NEED, THEN HERE, I GIVE HER TO YOU. JUST PLEASE LEAVE US AND OUR COUNTRY ALONE.",1383877878.0,NARRYNGINAMO,'398759628198006784',Beijing,,28800,,en
"Dasmarias, Cavite",Napoles and the Pork Barrel | Simplymarrimye http://t.co/hluNy0vS7f,1383877886.0,blessedriza,'398759660683296768',Pacific Time (US & Canada),,-28800,,en
,New member Napoles sht -anne,1383877910.0,IMPERSONATORFAM,'398759762436698112',Beijing,,28800,,en
,I invoke my right :D #Napoles,1383877911.0,djomandam,'398759764848435200',,,,,en
,"Yolanda,pls bring with you all corrupt pinoy politicians.thank you and merry christmas! #yolanda#napoles#Pdaf#dap",1383877933.0,DiKOkawalan,'398759856837906433',,,,,en
Philippines,"Love this, hahahahaha #napoles #napolesjoke #napolestrip http://t.co/y6nGc1i5k0",1383877948.0,iamNikzValbuena,'398759921736765440',Hong Kong,,28800,,en
,Sana enough of #Napoles news muna tonight. #YolandaPH muna. @TVPatrol,1383877952.0,iamliontiger,'398759936961679360',Alaska,,-32400,,en
,NapolesGeraLindolBagyo#PrayForThePhilippines #YolandaPH,1383877967.0,alyssamealissa,'398759999368736770',,,,,en
mystery shack,can yolanda bring napoles with her like seriously she's nothing but a big pile of shit in our country,1383877997.0,xxaphire,'398760124736479232',Seoul,,32400,,en
EARTH,I invoke my right against self-incrimination. #Napoles,1383878035.0,TinkeeerBellsss,'398760286036819968',Arizona,,-25200,,en
"Pitkas Point, United States",The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383878058.0,kiley_wpm,'398760382099357696',,,,,en
hi there stalker,"""@luckymanzano: Why do i have a feeling that no one is going to jail for this pork barrel scam...""",1383878064.0,rizzapuff_,'398760407457734656',Beijing,,28800,,en
"Pasig City, MM Philippines",I hope Yolanda and Janet Lim Napoles would be gone in this world! #IHateThemBoth :-/,1383878088.0,GlenMoore41192,'398760506535583744',Alaska,,-32400,,en
"Manila, Philippines","""@FUCKlNG_PERFECT: My Heart says ""Yes"", My Head says ""No"" and I say ""I don't know."""" NAPOLES",1383878120.0,PitsChapay,'398760644691783680',Alaska,,-32400,,en
,"Dear #YolandaPH, willing namin ialay ng buo si #Napoles Lumayas kalang. #PrayForThePhilippines and pray for Yolanda to make bitbit Napoles",1383878132.0,imnikkahsy,'398760691781218304',Alaska,,-32400,,en
second star to the right :),"""@5secsofangela: BUT MAYBE ANG SINASABING CUTE NI HARRY AY SINAMEGAN YOUNGANNE CURTISSHAMCEY SUPSUPVENUS RAJBIANCA MANALONAPOLESI""",1383878166.0,mermaidofautumn,'398760835155103744',Beijing,,28800,,en
Philippines,Senator AP Cayetano says perjury charges in order vs PDAF scandal suspect Janet Napoles over her Blue Ribbon Committee testimony. #SolarNews,1383878169.0,solartvnews,'398760848396537856',Taipei,,28800,,en
Philippines,Sen AP Cayetano says PDAF scandal whistle blowers gave strong testimonies implicating suspect Janet Lim-Napoles in shady deals. #SolarNews,1383878178.0,solartvnews,'398760884035543040',Taipei,,28800,,en
,Waiting for your reply is like waiting for Napoles to say the truth.,1383878182.0,giangaite,'398760904306597888',Pacific Time (US & Canada),,-28800,,en
Philippines,Some senators say Napoles should have been cited for contempt after practically evading mostPDAF scandal questions. #SolarNews,1383878186.0,solartvnews,'398760920551145472',Taipei,,28800,,en
Philippines,Legislators say Napoles deserves to be detained at a regular jail cell after stumping Blue Ribbon hearing on the PDAF scandal. #SolarNews,1383878198.0,solartvnews,'398760969452548096',Taipei,,28800,,en
MNL | PH  ,"NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/g28XOKFG5u",1383878207.0,MIGSZXC_,'398761006454677504',Pacific Time (US & Canada),,-28800,,en
,Maybe I'll use Napoles' face. lawl,1383878244.0,Japstalokoloko,'398761162398908416',Beijing,,28800,,en
124 Conch Street,"LINDOL, BAGYONG YOLANDA &amp; JANET NAPOLES. Too much :/ #PrayForThePhilippines",1383878260.0,jvjayvee,'398761228345954305',Hong Kong,,28800,,en
Philippines,I hate you more than i hate napoles.,1383878284.0,TheTonie_Khaela,'398761332347924481',Midway Island,122.81774232,-39600,9.98490373,en
"taytay,rizal",@senmiriam: Final words to #Napoles:Tell the truth before the senators affected will have you assassinated.#PDAFProbe,1383878305.0,Kiziaaaaaaaa,'398761416720531457',Alaska,,-32400,,en
,janet napoles is so fucking scared of sen. defensor santiago :))) you should be beatch,1383878326.0,fufuCUDDLIEpoo,'398761504683458560',Abu Dhabi,,14400,,en
Philippines,Who is the cruelest person in history?  Janet Lim-Napoles http://t.co/4OQm3vfTP1,1383878333.0,twennee_six,'398761537193918464',Pacific Time (US & Canada),,-28800,,en
"Caloocan City, Philippines","Napoles, you are such a bloody liar and arrogant DOM (Dirty Old Maggot)  we ever met!!! Liars liars keep playing... http://t.co/CX0hhGqoXX",1383878360.0,NioPalaypayonCr,'398761648724254720',,,,,en
Philippines,Janet Napoles and Pork Barrel Scam Memes http://t.co/jVTTUAYLyR #storify #napoles #porkprobe,1383878378.0,talkdotPH,'398761726373814272',Beijing,,28800,,en
Philippines,"@jezzcee @laslasnafriend You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR",1383878379.0,talkdotPH,'398761727682433024',Beijing,,28800,,en
Philippines,"@PanirangCaption @fhredtallorin You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR",1383878379.0,talkdotPH,'398761727694995456',Beijing,,28800,,en
Philippines,"@CathyHermosa @parengjoserizal You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR",1383878379.0,talkdotPH,'398761727653056512',Beijing,,28800,,en
Philippines,"@YoBadgalmimi @thessamerrianne You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR",1383878379.0,talkdotPH,'398761727753736193',Beijing,,28800,,en
Philippines,"@ohempakyu @lancemalvien You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR",1383878379.0,talkdotPH,'398761727690817536',Beijing,,28800,,en
,I invoke my right against self-incrimination. -napoles :D,1383878427.0,RamosGwen,'398761930199814144',,,,,en
Philippines,"@saabmagalona You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878441.0,talkdotPH,'398761990417825792',Beijing,,28800,,en
Philippines,"@CalvinJakeBau You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878441.0,talkdotPH,'398761990640132096',Beijing,,28800,,en
Philippines,"@ilovejamich You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878441.0,talkdotPH,'398761990635925504',Beijing,,28800,,en
Philippines,"@Janet_NAPOLES You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878441.0,talkdotPH,'398761990749175808',Beijing,,28800,,en
Philippines,"@tricianjh You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878441.0,talkdotPH,'398761990661079040',Beijing,,28800,,en
Philippines,"@Rom_Santiago You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878442.0,talkdotPH,'398761992221392896',Beijing,,28800,,en
Philippines,Janet Napoles and Pork Barrel Scam Memes http://t.co/jVTTUAYLyR #storify #napoles #porkprobe,1383878442.0,talkdotPH,'398761992338825216',Beijing,,28800,,en
Philippines,"@gianalvarez You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878442.0,talkdotPH,'398761992275886080',Beijing,,28800,,en
Philippines,"@senmiriam You've been quoted in my #Storify story ""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/jVTTUAYLyR via @talkdotPH",1383878442.0,talkdotPH,'398761992200392704',Beijing,,28800,,en
Philippines,Janet Napoles and Pork Barrel Scam Memes http://t.co/jVTTUAYLyR #storify #napoles #porkprobe via @talkdotPH,1383878453.0,talkdotPH,'398762038392287232',Beijing,,28800,,en
Philippines,House Deputy Majority Leader Miro Quimbo says he believes Napoles missed out on the chance to redeem herself. #SolarNews,1383878495.0,solartvnews,'398762217295720448',Taipei,,28800,,en
Iligan City,LIVE [Part 1]: JANET LIM NAPOLES HEARING AT THE SENATE ON PDAF PORK BARREL: http://t.co/olWfCxGwgu via @youtube,1383878513.0,PordBabao,'398762290175942656',Auckland,,46800,,en
"Manila, Philippines ","Dear Yolanda, when you leave the Philippines please take Napoles with you. We don't need a woman like her in our country. Thank you so much.",1383878529.0,thecharriblanca,'398762357003784192',Hong Kong,,28800,,en
"artist, singer, writer. ",@smileycolee we better fudging not or else IMMA go all napoles on them,1383878533.0,hate_myself13,'398762374343057408',Arizona,,-25200,,en
L 0 / 5 E R  birdcage,rt for atomscroll for napoles #PrayForThePhilippines ,1383878539.0,RALFHunzel,'398762400259641345',Hawaii,,-36000,,en
"Manila, Philippines",Dedicated to Janet Napoles et al...https://t.co/WlV2x02sju,1383878554.0,Searunner,'398762464373788672',Hong Kong,,28800,,en
"pansycake, u stalker","""@hate_myself13: @smileycolee we better fudging not or else IMMA go all napoles on them"" I INVOKE MY RIGHT",1383878590.0,xoxokarmelaodri,'398762614278217728',Alaska,,-32400,,en
 One Direction ,I wish napoles shared with me her money. Lol jk i would never do that. I'd rather starve than be with her,1383878711.0,strANGELyyy,'398763120602001408',Quito,,-18000,,en
"LAGUNA, PH",Napoles must thank Yolanda for diverting everyone's attention from her.,1383878714.0,YinyinAlfonso,'398763133189103616',Singapore,,28800,,en
,watchin hearing bawt pork barrel scam.. this is so good :)),1383878719.0,fufuCUDDLIEpoo,'398763156341661696',Abu Dhabi,,14400,,en
"cameroon,buea",@KELLYROWLAND give me the pork barrel for me to cast the vote to you right,1383878731.0,alehmboterence,'398763204672630784',,,,,en
,"@aadam_galvez @ff_salibio @KIMCZYSOO What can you say about the ""I invoke my rights?"" (Janet Napoles)",1383878735.0,LearningConfere,'398763224117432320',,,,,en
,"@WinchelleJLee What can you say about the ""I invoke my rights?"" (Janet Napoles)",1383878749.0,LearningConfere,'398763282523099136',,,,,en
| Batangas | Caloocan City |,may kinalaman ka ba sa pork barrel?  I INVOKE MY RIGHT AGAINST SELF INCRIMINATION! HAHAHA http://t.co/9AKau1WRGO,1383878771.0,YenLalaine,'398763373862879232',Beijing,,28800,,en
Somewhere down the road.,"@Lesterrific18 *cue in Napoles', ""I invoke my right against self-incrimination.""* ",1383878771.0,21JAMstreet,'398763375024304128',Hawaii,,-36000,,en
,Netizens tweet funny reactions to Napoles Senate hearing | Yahoo! Philippines http://t.co/D7XmtamF1T via @YahooPH,1383878781.0,chua_chups,'398763414677254144',Beijing,,28800,,en
,lmao Kris and Napoles.. https://t.co/MJbwg5YGLg,1383878817.0,jncjmghs,'398763566485876737',Hawaii,,-36000,,en
,"Some senators should have been (fill-in the blank) for actually believing Napoles would have succumbed to their ahh.. ""charm"" @solartvnews",1383878833.0,p_dt,'398763633041092608',Hong Kong,,28800,,en
S(HIT)chool,HARDEST TYPHOON IN THE PLANETBULLSHIT WHY DOES IT ALWAYS HAVE TO BE OUR COUNTRYI BLAME NAPOLES FOR DIS.lol.,1383878847.0,SPRINKLEACID,'398763690133970944',Beijing,,28800,,en
,#ARTPOPxASTROPLUS ARTPOP KNOWS WHERE THE P10B CASH THAT NAPOLES STOLE @mca_music @ladygagaph @Astroplus1,1383878856.0,yzellefie,'398763730588434432',Alaska,,-32400,,en
PHILIPPINES,Bong's lawyer: Senate body violated Napoles' right http://t.co/G4pydMU1uc via ThePhilStar,1383878868.0,BalitaNgayon,'398763780458708992',,,,,en
soshi world ,watching napoles' hearing. i seriously wanna punch her bitch face,1383878868.0,eaterthinker,'398763780764475392',Muscat,,14400,,en
,"What can you say about the ""I invoke my rights?"" (Janet Napoles)",1383878888.0,LearningConfere,'398763863719436288',,,,,en
Philippines ~ Manila & Bulacan,I THINK 'SWINE' IS THE PERFECT SONG FOR JANET NAPOLES. AGREE WITH ME MONSTERS? @ladygagaph @Astroplus1 #ARTPOPxASTROPLUS,1383878894.0,RenzRupertS,'398763890508439552',Beijing,,28800,,en
"manila, philippines",Is it mean if we let #Napoles wander alone right now in the streets of Visayas?,1383878906.0,nurseyuletide,'398763939153985536',Taipei,,28800,,en
ASK FOR A FOLLOWBACK ,@laslasnafriend: Smile smile din pag may crime. #Napoles http://t.co/RDk0Jwhc2A lol,1383878909.0,annecharina,'398763952147927040',Pacific Time (US & Canada),,-28800,,en
MLA ,Who is the cruelest person in history?  NAPOLES http://t.co/RZ27eISBgs,1383878913.0,DaaanielleAnn,'398763966832590848',Pacific Time (US & Canada),,-28800,,en
ph julia's my one & only  ,midnight memories cost 650 janet napoles i need u right here right now pls,1383878934.0,voguesundae,'398764055441059840',Hong Kong,,28800,,en
... new here in twitter ...,"@LearningConfere @KIMCZYSOO @ff_salibio Napoles explaining how her daughter Jeane was able to afford properties in Los Angeles, adding that",1383878939.0,aadam_galvez,'398764076236414976',,,,,en
"Manila, PH","#YolandaPH have mercy on us.. Wtf! I dont care how much Napoles gave you, but damn, leave us now!!",1383878940.0,majalafa,'398764082276208640',Beijing,,28800,,en
TAIWAN,Can I please replace one senator during the hearing for Napoles.,1383878988.0,limdarr,'398764284907233281',Alaska,,-32400,,en
PHILIPPINES,Napoles denials can be used against her Escudero http://t.co/y7YPWneLYJ via PhilTimes,1383878991.0,BalitaNgayon,'398764295745728512',,,,,en
,#ARTPOPxASTROPLUS ARTPOP IS SO GOOD THAT NAPOLES MIGHT TELL WHERE THE MONEY SHE STOLE @mca_music @ladygagaph @Astroplus1,1383879004.0,yzellefie,'398764351727079424',Alaska,,-32400,,en
New York,#inquirer Napoles transfer to regular jail up to court: Malacaang is leaving ... http://t.co/CFrw5jgEqp #pinoy #philippines,1383879013.0,jerryc,'398764386807844864',Eastern Time (US & Canada),,-18000,,en
,i provoct my rights!!!! #Napoles hahahahahaha #PrayForThePhilippines amen.,1383879019.0,baklang_maharot,'398764411977883648',Beijing,,28800,,en
,"Political Issues? I do Give a Damn..  Napoles,- kisck your butt",1383879024.0,ohsomumai,'398764434144759808',Arizona,,-25200,,en
,Seen the news about Napoles. Boring ang Senate hearing kung wala si Sen. Miriam. Samoka pud ning absolute right... http://t.co/oTCZt7bz81,1383879034.0,vine25,'398764477539426304',Beijing,,28800,,en
Manila,[PhilStar Breaking] Bong's lawyer: Senate body violated Napoles' right http://t.co/r72YUgZY2H,1383879039.0,AllNews_PH,'398764497352945665',Beijing,,28800,,en
PHILIPPINES,Bong's lawyer: Senate body violated Napoles' right http://t.co/G4pydMU1uc via ThePhilStar,1383879051.0,BalitaNgayon,'398764549559812096',,,,,en
"MNL,PHL",how about if yolanda would landfall on napoles's prison cell and take her away.,1383879065.0,LookingForVen,'398764604269948928',Singapore,,28800,,en
manila,"Just heard the Arnold Clavio interview with Napoles lawyer and wow.. he was so rude. For a journalist, you'd think he'd be much more calm.",1383879086.0,artsyava,'398764692488720384',Taipei,,28800,,en
